Chamber ID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60
S11-A07	43173	43621	44045	44455	44925	45249	45638	45987	46365	46602	46950	47209	47421	47712	46695	48023	47833	47676	48129	48687	48395	48947	48643	49160	48845	48599	49032	49540	49163	49685	49422	49824	49467	49978	50038	49624	50138	49690	50212	49799	50283	50312	50333	50366	49939	50418	50012	50518	50080	50444	50467	50125	50460	50144	50464	50458	50132	50442	50251	50571
S12-A07	43538	43987	44399	44834	45261	45696	45995	46350	46664	46931	47176	47621	47011	47994	47404	48370	47776	47931	48857	48983	49134	49253	48569	49468	48753	48871	49766	49006	49919	49141	50069	50125	49336	50260	50314	50356	49505	50448	50465	49609	49624	49660	50571	50602	50607	50638	50640	50630	50647	50642	50656	49717	50637	50639	49680	50622	50646	50621	50641	50811
S01-A08	41452	41846	42233	42611	42974	43350	43672	44017	44354	44651	44912	45171	45446	45690	45914	46137	46308	46480	46673	46851	47000	47125	47259	47367	47492	47601	47710	47778	47874	47926	48031	48122	48186	48235	48302	48336	48399	48444	48490	48539	48572	48582	48637	48635	48662	48680	48692	48721	48707	48726	48744	48753	48763	48753	48745	48732	48743	48735	48734	48727
S02-A08	42347	42743	43150	43517	43887	44228	44559	44908	45212	45527	45784	46057	46278	46492	46699	46886	47071	47260	47379	47557	47698	47811	47942	48037	48120	48259	48344	48396	48525	48536	48662	48724	48778	48828	48883	48933	48982	49003	49061	49096	49134	49149	49166	49216	49206	49246	49274	49270	49291	49266	49282	49286	49283	49270	49294	49298	49263	49250	49266	49254
S03-A08	43246	43675	44075	44447	44800	45175	45492	45781	46083	46334	46573	46846	47064	47276	47469	47649	47812	47995	48151	48292	48411	48547	48637	48749	48846	48931	49033	49086	49152	49208	49289	49326	49385	49440	49498	49538	49569	49597	49638	49653	49714	49765	49792	49778	49814	49818	49821	49861	49876	49891	49886	49908	49877	49870	49891	49873	49873	49865	49864	49854
S04-A08	43623	44007	44402	44780	45137	45497	45775	46095	46369	46621	46885	47122	47345	47555	47729	47933	48076	48233	48362	48504	48613	48725	48834	48929	49028	49143	49228	49279	49364	49426	49476	49550	49613	49636	49704	49757	49790	49840	49858	49901	49938	49968	49975	50016	50006	50043	50042	50058	50053	50079	50078	50071	50078	50076	50066	50054	50031	50031	50030	50036
S05-A08	43676	44065	44430	44805	45165	45476	45816	46118	46374	46650	46905	47130	47345	47530	47739	47903	48071	48202	48348	48472	48607	48711	48794	48908	49001	49094	49198	49244	49329	49422	49514	49557	49602	49661	49697	49717	49777	49823	49863	49886	49914	49922	49941	49968	49978	50009	50018	50027	50054	50075	50071	50064	50071	50084	50058	50074	50066	50032	50037	50028
S06-A08	42931	43310	43731	44096	44457	44802	45135	45422	45714	45995	46264	46501	46720	46958	47127	47337	47497	47651	47829	47979	48104	48242	48337	48450	48536	48629	48695	48779	48876	48940	49009	49066	49110	49190	49227	49272	49317	49343	49391	49412	49440	49462	49485	49513	49523	49544	49557	49567	49584	49595	49598	49593	49587	49579	49586	49580	49603	49584	49568	49565
S07-A08	43807	44176	44545	44932	45265	45607	45878	46163	46430	46695	46948	47191	47396	47604	47800	47954	48116	48256	48403	48533	48636	48739	48866	48979	49057	49137	49212	49281	49371	49459	49527	49564	49621	49650	49703	49752	49785	49817	49826	49888	49908	49940	49961	49951	49971	49991	49988	50002	50012	50004	49999	49985	49992	50002	49987	49978	49994	49973	49948	49955
S08-A08	43576	43981	44351	44709	45068	45423	45744	46030	46299	46550	46785	47030	47227	47434	47601	47760	47937	48091	48223	48342	48442	48573	48656	48762	48860	48942	49021	49081	49167	49207	49289	49331	49371	49454	49509	49547	49594	49632	49647	49692	49698	49748	49744	49758	49797	49799	49813	49855	49854	49879	49859	49869	49886	49871	49890	49865	49851	49837	49856	49846
S09-A08	43734	44134	44494	44894	45226	45574	45882	46208	46502	46774	47002	47223	47430	47636	47816	48019	48168	48308	48417	48563	48684	48816	48898	49010	49113	49192	49273	49325	49454	49510	49582	49615	49691	49739	49770	49816	49859	49898	49929	49965	49985	50006	50029	50040	50049	50061	50080	50133	50137	50151	50165	50162	50159	50163	50157	50160	50136	50142	50120	50113
S10-A08	43208	43619	43964	44377	44761	45095	45383	45708	46004	46256	46557	46783	47007	47216	47416	47606	47743	47921	48053	48190	48326	48443	48617	48710	48801	48904	48976	49081	49156	49195	49246	49332	49385	49431	49478	49529	49574	49604	49639	49669	49693	49705	49732	49767	49814	49831	49881	49853	49870	49891	49876	49895	49895	49882	49889	49907	49900	49899	49884	49866
S11-A08	42724	43102	43488	43824	44186	44548	44864	45160	45465	45717	45999	46207	46459	46648	46947	47113	47318	47475	47623	47759	47896	48002	48124	48242	48351	48424	48520	48618	48673	48750	48791	48853	48915	48990	49017	49061	49104	49149	49169	49219	49239	49265	49293	49302	49330	49331	49358	49362	49381	49405	49373	49382	49395	49390	49405	49386	49383	49388	49361	49386
S12-A08	41327	43327	42174	42508	44445	44790	45115	45425	45695	45435	45685	43155	43345	45154	43700	42102	45654	47001	45916	44410	47397	47519	46385	44811	46548	46639	45046	46779	48126	48201	45261	47036	49014	47111	47125	48497	47196	48565	48580	48625	48639	48661	47356	47383	48718	47404	47388	49545	47372	45658	47475	45751	47454	45698	48824	48819	49569	49621	49616	49616
S01-A09	42630	43070	43483	43921	44307	44695	45058	45371	45724	46003	46303	46587	46815	47054	47261	47475	47630	47826	47970	48132	48263	48378	48487	48610	48689	48819	48881	48982	49085	49156	49240	49294	49360	49391	49475	49516	49573	49596	49635	49673	49718	49754	49763	49786	49809	49774	49781	49812	49814	49833	49838	49844	49826	49853	49851	49845	49838	49811	49802	49823
S02-A09	43812	44287	44693	45099	45507	45872	46256	46539	46844	47123	47388	47640	47862	48056	48271	48480	48634	48802	48969	49071	49231	49327	49464	49550	49663	49752	49849	49925	49991	50106	50192	50227	50301	50341	50389	50467	50474	50525	50576	50596	50629	50658	50610	50655	50688	50700	50694	50724	50737	50753	50750	50785	50743	50770	50748	50771	50754	50757	50745	50724
S03-A09	44826	45249	45682	46098	46478	46829	47157	47472	47747	48033	48282	48510	48755	48952	49141	49341	49489	49629	49775	49954	50063	50149	50243	50354	50417	50516	50578	50649	50732	50795	50829	50888	50918	50984	51015	51037	51091	51116	51146	51178	51194	51219	51243	51258	51259	51278	51282	51267	51269	51275	51290	51310	51298	51286	51316	51289	51277	51264	51259	51264
S04-A09	44975	45399	45800	46189	46560	46880	47227	47507	47795	48061	48293	48510	48724	48932	49126	49323	49477	49630	49771	49868	49989	50104	50191	50301	50365	50471	50537	50616	50681	50741	50769	50857	50882	50926	50960	51000	51039	51049	51082	51116	51131	51162	51191	51206	51226	51237	51247	51252	51277	51301	51284	51279	51302	51281	51277	51268	51282	51258	51263	51238
S05-A09	45147	45552	45994	46359	46689	46990	47319	47609	47878	48116	48352	48594	48813	49042	49206	49384	49547	49704	49821	49945	50102	50201	50307	50383	50482	50553	50656	50709	50790	50856	50888	50945	51000	51060	51095	51136	51155	51201	51200	51240	51267	51296	51298	51322	51354	51356	51353	51358	51371	51373	51365	51362	51374	51372	51356	51353	51340	51346	51330	51314
S06-A09	44699	45145	45566	45963	46330	46667	46996	47316	47596	47885	48136	48375	48626	48812	49004	49185	49344	49503	49635	49771	49890	49989	50092	50177	50334	50383	50467	50542	50623	50666	50740	50767	50841	50884	50907	50945	51000	51009	51045	51065	51101	51124	51121	51128	51174	51158	51189	51189	51191	51192	51197	51181	51199	51182	51171	51165	51171	51157	51155	51164
S07-A09	45819	46262	46643	47035	47361	47731	48005	48327	48599	48871	49118	49314	49532	49734	49896	50068	50216	50353	50466	50590	50720	50809	50888	50987	51059	51144	51190	51244	51301	51353	51395	51432	51520	51546	51563	51607	51645	51668	51687	51728	51725	51752	51772	51795	51803	51795	51819	51829	51813	51834	51846	51837	51807	51837	51824	51832	51821	51795	51814	51793
S08-A09	45317	45721	46131	46547	46915	47262	47577	47854	48130	48369	48608	48817	49051	49215	49399	49583	49738	49880	50001	50114	50258	50343	50444	50547	50624	50715	50810	50878	50922	51008	51041	51111	51153	51202	51224	51289	51328	51369	51370	51400	51421	51446	51457	51476	51469	51494	51495	51500	51502	51505	51511	51491	51511	51513	51531	51510	51495	51497	51482	51451
S09-A09	45246	45651	46104	46464	46858	47215	47500	47800	48106	48364	48586	48814	49030	49221	49406	49589	49728	49845	50008	50111	50250	50329	50425	50533	50602	50692	50742	50804	50899	50937	50994	51024	51081	51119	51150	51211	51231	51251	51273	51291	51314	51342	51401	51413	51410	51441	51429	51424	51442	51456	51444	51453	51458	51445	51450	51427	51443	51434	51419	51414
S10-A09	44884	45322	45726	46117	46471	46820	47134	47452	47715	48005	48243	48494	48691	48890	49083	49263	49512	49659	49793	49917	50041	50156	50275	50351	50426	50521	50580	50637	50717	50782	50836	50892	50936	50954	51019	51062	51085	51115	51129	51152	51182	51206	51232	51245	51260	51274	51285	51278	51284	51304	51304	51309	51304	51305	51300	51278	51293	51269	51267	51279
S11-A09	44620	45071	45489	45917	46289	46657	46982	47338	47651	47916	46816	48396	48587	48843	49020	48851	48007	49158	49677	49798	49925	50036	50157	50244	50348	50432	50506	50575	50656	50743	50774	50518	50586	50952	50685	50727	51070	51109	51136	51172	51199	51221	50951	51260	50984	49987	51287	51001	51303	51021	51301	51293	51049	51284	51037	51276	51268	51262	51275	51248
S12-A09	39145	41106	39940	40283	40609	37920	46881	47521	47830	48115	47977	48592	48792	48971	49176	49392	49511	49312	49791	49943	50068	50162	50268	50364	50454	50513	50612	50686	50753	50809	50884	50916	50953	51027	51055	50783	51127	51146	51189	51209	51246	51266	51275	51269	51277	51296	51311	51307	51303	51305	51322	51307	51399	51392	51395	51395	51389	51390	50159	46916
S01-A10	42287	42655	43064	43430	43788	44168	44509	44836	45120	45396	45659	45943	46154	46386	46602	46779	46955	47139	47307	47443	47577	47708	47825	47920	48022	48123	48225	48319	48366	48450	48536	48598	48643	48711	48747	48810	48870	48902	48942	48984	49012	49039	49073	49076	49125	49115	49134	49154	49098	49103	49123	49131	49137	49128	49126	49143	49130	49110	49097	49122
S02-A10	42699	43110	43469	43857	44208	44560	44879	45188	45498	45777	46041	46284	46516	46725	46905	47093	47285	47442	47585	47759	47861	47990	48080	48205	48322	48405	48491	48577	48667	48744	48826	48882	48966	48994	49046	49094	49149	49200	49212	49258	49291	49305	49294	49323	49365	49382	49410	49440	49433	49469	49484	49496	49476	49494	49501	49475	49501	49470	49460	49452
S03-A10	43573	43962	44346	44730	45087	45416	45723	46025	46291	46533	46790	47013	47243	47441	47625	47789	47978	48100	48259	48379	48522	48635	48744	48845	48938	49014	49098	49179	49230	49350	49419	49440	49517	49572	49613	49639	49681	49720	49751	49762	49814	49846	49856	49863	49884	49917	49934	49946	49947	49960	49979	49945	49961	49953	49948	49951	49948	49918	49924	49905
S04-A10	43639	44033	44413	44797	45143	45452	45757	46042	46334	46555	46797	47027	47253	47439	47598	47803	47954	48108	48232	48354	48491	48592	48692	48792	48891	48950	49045	49130	49195	49254	49311	49374	49405	49456	49559	49588	49612	49669	49693	49699	49718	49757	49793	49799	49836	49836	49819	49869	49845	49862	49873	49861	49858	49838	49842	49824	49824	49807	49819	49769
S05-A10	43847	44251	44592	44961	45312	45633	45935	46241	46520	46740	46978	47207	47418	47635	47802	47954	48142	48269	48411	48535	48665	48772	48849	48973	49063	49154	49228	49324	49404	49442	49514	49596	49660	49693	49712	49785	49814	49843	49887	49903	49929	49950	49981	50008	50012	50026	50050	50059	50068	50076	50090	50100	50093	50103	50078	50080	50078	50052	50050	50041
S06-A10	43267	43642	44036	44418	44745	45095	45410	45733	45996	46267	46516	46759	46991	47232	47429	47613	47759	47970	48098	48248	48372	48506	48615	48703	48779	48891	48980	49055	49141	49219	49261	49324	49394	49452	49487	49526	49575	49604	49641	49687	49708	49739	49761	49790	49796	49808	49830	49833	49855	49858	49856	49884	49845	49852	49850	49851	49853	49834	49828	49814
S07-A10	44226	44602	45003	45367	45676	45962	46283	46565	46814	47074	47316	47529	47748	47918	48103	48284	48459	48582	48692	48837	48974	49091	49181	49265	49373	49432	49511	49578	49668	49698	49786	49828	49882	49930	49962	50003	50021	50088	50112	50145	50146	50191	50204	50215	50216	50230	50224	50249	50254	50271	50262	50245	50264	50269	50264	50261	50229	50214	50230	50208
S08-A10	43790	44173	44576	44930	45258	45601	45894	46178	46449	46707	46932	47138	47351	47527	47727	47877	48040	48172	48307	48427	48545	48629	48787	48815	48978	49059	49134	49208	49275	49330	49390	49454	49503	49569	49608	49667	49702	49725	49784	49809	49845	49861	49868	49893	49929	49929	49968	49964	49997	49989	50019	49992	49987	50007	50010	49986	49991	49982	49965	49948
S09-A10	44005	44382	44774	45146	45472	45808	46117	46425	46677	46949	47181	47408	47651	47826	47991	48170	48368	48503	48652	48781	48898	49019	49118	49208	49328	49406	49481	49551	49630	49695	49761	49804	49868	49918	49942	49988	50016	50072	50080	50096	50149	50155	50178	50202	50218	50229	50237	50233	50254	50267	50271	50245	50259	50251	50257	50240	50243	50245	50238	50208
S10-A10	43747	44139	44519	44874	45219	45546	45844	46139	46400	46660	46921	47139	47341	47550	47751	47877	48061	48187	48332	48488	48606	48712	48923	48903	49089	49185	49253	49307	49415	49428	49551	49602	49674	49743	49782	49816	49852	49889	49921	49920	49964	50005	50027	50041	50043	50053	50067	50069	50092	50091	50089	50107	50087	50088	50063	50082	50072	50046	50039	50049
S11-A10	43129	43502	43884	44251	44588	44923	45257	45546	45814	46068	46307	46630	46882	47083	47264	47451	47105	47279	47918	48056	48178	48299	48386	48492	48581	48680	48299	48871	48928	48982	49070	49124	48715	48780	47766	47797	48929	47882	47946	49033	49081	48027	49560	48081	48102	46601	49205	49650	48179	46691	49246	49250	49651	49273	48201	48208	49650	49256	49242	48187
S12-A10	37602	37966	35456	38633	42035	44745	45077	45851	46124	46386	46637	46861	47087	47271	47495	47638	47832	47962	48102	48254	48362	48473	48600	48718	48797	48902	48965	49028	49116	49183	49257	49307	49365	49405	49437	49480	49509	49563	49580	49629	49673	49663	49700	49689	49831	49852	49866	49865	49880	49869	49868	49916	49880	49883	49875	49860	49893	49883	49866	49876
S01-A11	42405	42851	43245	43599	43940	44320	44645	44929	45276	45518	45796	46029	46251	46483	46699	46910	47050	47216	47390	47541	47660	47725	47832	47995	48042	48121	48286	48339	48434	48513	48568	48568	48622	48705	48723	48777	48826	48855	48892	48932	48940	48999	49002	49035	49046	49069	49091	49097	49124	49120	49160	49125	49158	49174	49166	49145	49176	49158	49126	49126
S02-A11	42998	43413	43791	44133	44437	44804	45145	45471	45764	46037	46294	46553	46774	46984	47207	47371	47581	47712	47888	48021	48157	48278	48396	48480	48579	48653	48766	48807	48897	48961	49028	49082	49146	49216	49220	49277	49323	49356	49404	49448	49464	49509	49547	49549	49559	49588	49609	49641	49640	49655	49668	49690	49709	49700	49694	49674	49689	49692	49665	49654
S03-A11	43802	44234	44548	44983	45340	45676	45978	46263	46555	46816	47081	47321	47512	47732	47926	48092	48272	48430	48562	48699	48837	48943	49029	49152	49221	49332	49379	49441	49534	49583	49661	49714	49744	49802	49853	49893	49931	49956	49992	50032	50068	50079	50097	50103	50189	50164	50181	50207	50185	50226	50195	50219	50203	50216	50207	50198	50165	50172	50166	50154
S04-A11	43882	44282	44668	44995	45328	45688	46029	46273	46558	46817	47064	47288	47508	47683	47862	48048	48215	48326	48470	48609	48720	48844	48943	49039	49113	49223	49287	49363	49422	49501	49592	49613	49684	49757	49777	49839	49864	49920	49951	49961	49984	50016	50028	50053	50057	50093	50074	50099	50089	50120	50107	50117	50107	50107	50086	50079	50085	50082	50067	50059
S05-A11	43816	44165	44554	44905	45262	45586	45906	46202	46491	46741	46969	47190	47414	47604	47788	47960	48097	48243	48379	48499	48616	48712	48848	48932	49018	49094	49151	49226	49341	49410	49452	49521	49550	49624	49653	49691	49752	49790	49833	49853	49873	49884	49911	49953	49956	49962	50005	49997	50011	50009	50015	50011	50021	50005	50000	50001	49980	49982	49982	49974
S06-A11	43315	43723	44111	44512	44857	45193	45496	45801	46066	46351	46598	46828	47042	47279	47467	47650	47814	47930	48113	48246	48401	48519	48615	48724	48821	48908	48984	49054	49136	49211	49260	49350	49396	49437	49498	49536	49566	49615	49626	49656	49697	49719	49727	49742	49781	49758	49767	49773	49823	49808	49840	49822	49840	49823	49820	49830	49794	49781	49781	49778
S07-A11	44380	44776	45178	45504	45841	46136	46422	46706	46982	47229	47463	47664	47874	48060	48210	48395	48536	48652	48791	48936	49045	49132	49220	49308	49412	49485	49565	49627	49683	49745	49807	49841	49911	49944	49972	49988	50086	50091	50128	50168	50229	50249	50282	50268	50289	50307	50336	50323	50336	50333	50308	50328	50338	50318	50307	50314	50277	50300	50278	50276
S08-A11	44064	44492	44825	45209	45554	45867	46198	46457	46742	46985	47230	47453	47645	47849	48002	48193	48342	48516	48613	48743	48859	48982	49071	49155	49226	49349	49400	49486	49531	49597	49656	49720	49759	49832	49882	49936	49939	49997	50025	50041	50085	50112	50140	50188	50197	50221	50203	50231	50258	50245	50262	50270	50254	50261	50263	50249	50242	50232	50205	50216
S09-A11	44167	44569	44946	45324	45658	45992	46281	46549	46844	47088	47325	47579	47757	47967	48132	48333	48480	48609	48752	48867	48984	49095	49220	49295	49420	49483	49579	49639	49723	49767	49840	49880	49941	49970	50013	50098	50148	50155	50185	50207	50237	50270	50304	50319	50329	50344	50341	50348	50360	50359	50366	50350	50366	50354	50352	50344	50330	50331	50323	50321
S10-A11	43605	44019	44390	44756	45094	45405	45690	45964	46221	46488	46748	46953	47179	47414	47602	47770	47930	48091	48237	48355	48481	48588	48707	48810	48893	48973	49072	49119	49186	49297	49340	49412	49451	49494	49532	49580	49611	49640	49693	49715	49737	49774	49785	49802	49808	49821	49834	49826	49838	49838	49846	49813	49834	49807	49831	49810	49800	49793	49778	49784
S11-A11	41178	42708	41963	39432	42677	41605	44517	43646	43900	46043	44409	45848	44856	46956	47228	47318	47484	45757	45881	47930	46145	46271	48305	46481	47808	46643	46736	46816	46895	45418	45469	48325	48393	48450	48505	47312	45773	47403	47432	47468	47504	45949	47550	45991	46023	47602	47625	47638	46108	46099	46161	47737	47778	46202	46227	47786	47780	46205	46218	46204
S12-A11	43209	44124	43731	41526	44475	44806	45773	46175	46433	46715	46935	47167	47347	47533	47722	47872	48040	47390	44756	44845	44966	43413	43524	43601	43689	40413	40499	40545	40638	42367	44132	45890	44255	40885	44352	40982	42820	42835	46327	46360	47982	44687	42993	41301	43027	46496	46499	44811	46553	43110	44849	41421	44870	43141	43152	41426	41421	44862	46575	44873
S01-A12	43389	43782	44174	44537	44881	45246	45547	45844	46142	46369	46655	46893	47059	47270	47435	47628	47786	47935	48108	48225	48362	48485	48579	48682	48778	48860	48957	49030	49095	49172	49198	49300	49342	49398	49445	49482	49562	49557	49598	49643	49664	49700	49714	49732	49755	49786	49793	49785	49796	49810	49821	49813	49818	49810	49822	49810	49796	49787	49784	49761
S02-A12	43472	43868	44261	44611	45012	45309	45646	45966	46244	46527	46715	46948	47173	47392	47596	47757	47965	48104	48255	48418	48529	48657	48777	48850	48945	49062	49105	49198	49271	49333	49437	49467	49501	49592	49620	49667	49715	49737	49778	49820	49846	49864	49888	49923	49955	49975	49992	50016	50026	50038	50049	50044	50094	50081	50075	50081	50071	50062	50048	50033
S03-A12	44014	44431	44797	45196	45533	45878	46180	46457	46730	47004	47260	47493	47709	47903	48104	48282	48450	48613	48757	48873	49012	49129	49235	49340	49390	49495	49565	49642	49720	49775	49831	49899	49940	49975	50028	50061	50103	50120	50167	50176	50223	50242	50258	50275	50307	50321	50310	50361	50337	50356	50389	50363	50368	50357	50366	50361	50339	50339	50319	50309
S04-A12	44217	44613	44990	45338	45684	46024	46318	46646	46878	47149	47381	47582	47813	47985	48180	48327	48488	48618	48767	48886	49032	49114	49244	49303	49415	49490	49565	49654	49704	49763	49816	49866	49913	49981	50022	50054	50092	50108	50153	50170	50191	50213	50234	50255	50259	50273	50281	50290	50297	50288	50300	50269	50281	50304	50285	50266	50266	50249	50237	50241
S05-A12	44119	44564	44955	45297	45680	45994	46307	46591	46875	47122	47353	47598	47797	48015	48171	48353	48501	48651	48768	48921	49032	49138	49237	49337	49451	49503	49587	49669	49743	49781	49846	49921	49945	50005	50051	50102	50139	50164	50193	50196	50243	50276	50288	50321	50328	50344	50360	50359	50355	50380	50419	50409	50418	50414	50404	50410	50401	50401	50377	50366
S06-A12	43593	43999	44416	44839	45185	45536	45861	46166	46467	46756	47007	47261	47504	47684	47893	48092	48260	48416	48565	48724	48840	48982	49065	49192	49282	49386	49444	49521	49607	49661	49715	49782	49844	49897	49928	49989	50031	50052	50081	50110	50129	50171	50199	50205	50219	50229	50241	50250	50238	50275	50291	50305	50290	50294	50289	50288	50290	50273	50253	50261
S07-A12	44833	45243	45599	45952	46286	46594	46888	47147	47414	47638	47867	48067	48270	48462	48612	48770	48915	49072	49185	49336	49415	49544	49634	49719	49790	49880	49982	50041	50074	50155	50209	50247	50303	50333	50372	50418	50456	50481	50514	50543	50552	50592	50597	50606	50642	50664	50682	50680	50706	50684	50707	50698	50691	50714	50682	50674	50675	50683	50662	50634
S08-A12	44176	44561	44945	45319	45704	45993	46324	46595	46881	47120	47348	47570	47787	47974	48182	48346	48501	48661	48775	48915	49016	49131	49260	49324	49412	49512	49567	49654	49696	49769	49808	49889	49936	50028	50059	50102	50131	50181	50218	50234	50249	50281	50322	50317	50352	50372	50384	50378	50397	50415	50424	50408	50416	50419	50409	50411	50396	50389	50364	50390
S09-A12	44501	44857	45230	45597	45912	46249	46549	46800	47081	47315	47570	47837	48033	48225	48437	48591	48763	48889	49023	49150	49275	49377	49484	49581	49648	49730	49817	49862	49935	50007	50055	50100	50156	50204	50231	50266	50312	50341	50369	50371	50415	50427	50438	50451	50484	50486	50494	50485	50504	50498	50503	50515	50509	50520	50485	50492	50519	50494	50487	50486
S10-A12	44137	44515	44922	45281	45625	45941	46240	46583	46876	47126	47390	47584	47826	48037	48183	48348	48516	48685	48805	48907	49022	49142	49236	49349	49440	49535	49581	49661	49723	49813	49866	49906	49941	49995	50037	50066	50101	50147	50188	50215	50227	50267	50270	50277	50293	50308	50297	50280	50289	50290	50308	50340	50371	50360	50354	50363	50350	50283	50333	50274
S11-A12	39824	41637	42022	41003	42793	40094	41967	40639	42537	41141	42995	43190	44994	45182	45382	45534	47043	45855	44379	46146	44646	46365	44864	46565	45062	45139	46851	45292	45371	45457	45499	45571	47268	45687	45709	45775	47467	45873	45924	47575	45949	45982	46014	46042	46056	46060	46077	47756	46124	46143	46162	46172	47824	46247	47882	46247	46257	46244	46235	46162
S12-A12	43692	43265	40947	44061	43128	40344	43749	40863	37944	35510	36937	40096	43579	46659	46839	45674	44229	42673	41124	44619	46334	48672	48964	49069	49166	49260	49124	48346	47039	49341	49588	49630	49524	47331	49602	47423	49826	49889	49902	49942	50115	50108	50164	50186	50192	50197	50215	50223	50235	50234	50238	50221	50229	50225	50070	50212	50202	50206	50208	50213
S01-A01	44230	44607	44977	45345	45665	45986	46292	46587	46861	47123	47352	47568	47731	47893	48078	48233	48404	48534	48685	48809	48909	49014	49125	49197	49298	49396	49439	49538	49604	49671	49723	49759	49817	49861	49904	49957	49989	50004	50034	50081	50098	50146	50146	50147	50196	50202	50224	50214	50222	50263	50251	50243	50241	50261	50234	50231	50221	50211	50204	50197
