Chamber ID	1	2	3	4	5	6	7	8	9	10
S10-A02	35737	35912	36095	36259	36391	36562	36705	36814	36951	37081
S11-A02	34689	34858	35029	35204	35350	35492	35664	35765	35910	36019
S12-A02	26662	26878	27060	33426	27446	33784	27738	34104	27971	31970
S01-A03	36525	36702	36848	37017	37175	37321	37457	37575	37743	37862
S02-A03	37703	37871	38036	38202	38366	38509	38664	38778	38922	39066
S03-A03	37275	37452	37631	37786	37911	38073	38237	38376	38498	38620
S04-A03	36815	37012	37175	37350	37510	37671	37833	37951	38090	38178
S05-A03	36251	36426	36632	36803	36940	37104	37234	37383	37500	37613
S06-A03	35712	35895	36068	36207	36377	36525	36663	36807	36921	37041
S07-A03	36971	37113	37273	37465	37571	37722	37888	37992	38114	38232
S08-A03	36097	36293	36449	36577	36717	36851	36998	37127	37278	37380
S09-A03	35958	36144	36305	36432	36609	36723	36863	37003	37117	37245
S10-A03	35128	35302	35461	35621	35766	35912	36060	36173	36321	36432
S11-A03	34311	34456	34627	34767	34924	35076	35203	35339	35470	35594
S12-A03	32381	32582	32789	32958	30596	33307	33475	33621	31209	31325
S01-A04	35442	35603	35794	35983	36131	36257	36426	36531	36676	36807
S02-A04	36649	36817	37012	37173	37344	37486	37620	37745	37898	38007
S03-A04	36024	36255	36419	36584	36773	36932	37048	37206	37343	37453
S04-A04	35707	35884	36077	36229	36398	36559	36713	36838	36955	37099
S05-A04	35097	35308	35451	35605	35780	35938	36084	36211	36348	36479
S06-A04	34833	35000	35192	35351	35510	35658	35803	35891	36055	36168
S07-A04	36022	36198	36359	36526	36685	36813	36968	37077	37198	37323
S08-A04	35231	35400	35595	35737	35893	36072	36190	36310	36406	36563
S09-A04	35077	35264	35439	35599	35735	35877	36008	36144	36258	36380
S10-A04	34285	34477	34641	34787	34944	35082	35238	35349	35463	35587
S11-A04	33531	33702	33867	34047	34176	34322	34470	34588	34712	34849
S12-A04	26824	31296	29867	31702	31757	30333	28750	32132	31763	31853
S01-A05	34201	34377	34527	34685	34834	34968	35113	35217	35346	35478
S02-A05	35227	35405	35551	35712	35882	36000	36160	36274	36431	36540
S03-A05	34696	34864	35052	35216	35360	35487	35638	35763	35879	36005
S04-A05	34401	34562	34736	34898	35032	35160	35301	35431	35554	35690
S05-A05	33719	33905	34058	34205	34350	34493	34644	34746	34884	35014
S06-A05	33226	33378	33552	33709	33838	33987	34137	34267	34407	34516
S07-A05	34372	34529	34687	34819	34992	35112	35249	35383	35476	35613
S08-A05	33641	33799	33963	34114	34236	34392	34523	34664	34783	34909
S09-A05	33727	33877	34041	34176	34319	34436	34555	34711	34830	34929
S10-A05	32728	32882	33065	33199	33317	33446	33587	33711	33845	33951
S11-A05	31866	32102	32213	32367	32500	32648	32793	32890	33029	33136
S12-A05	26400	29224	26746	31020	29670	29105	29922	29348	25748	26827
S01-A06	33234	33414	33584	33691	33859	34004	34114	34264	34376	34493
S02-A06	34359	34508	34687	34847	34995	35136	35263	35408	35496	35647
S03-A06	33726	33876	34057	34224	34402	34527	34660	34779	34944	35036
S04-A06	33220	33380	33556	33699	33850	33996	34132	34256	34402	34541
S05-A06	32713	32867	33029	33208	33338	33471	33596	33746	33867	33983
S06-A06	32393	32555	32746	32883	33041	33180	33289	33445	33567	33666
S07-A06	33514	33666	33814	33990	34122	34255	34396	34504	34612	34744
S08-A06	32513	32690	32859	32994	33156	33302	33418	33525	33666	33766
S09-A06	32233	32404	32567	32717	32887	32986	33116	33246	33375	33485
S10-A06	31466	31623	31785	31917	32092	32235	32347	32478	32616	32704
S11-A06	30874	31023	31214	31334	31491	31620	31731	31886	31980	32105
S12-A06	18395	20597	17408	18727	20927	17472	17774	16600	17893	17968
